"aou","year","bcr","n_diverg","rhat_high","mcse_high","n_eff_low","n_strata","n_bcr","gamma_mean","gamma_se","gamma_med","gamma_low","gamma_upp"
"02610",2010,10,5,0,0,0,302,9,0.830793348854609,0.468680342051627,0.826378321144476,-0.0996698164429343,1.78353916376593
"02610",2010,11,5,0,0,0,302,9,0.0228918495476698,0.0184534852405905,0.0229167853158756,-0.0146191174797068,0.0580153399408653
"02610",2010,12,5,0,0,0,302,9,0.0559840840861103,0.0848615182415526,0.0556469831049713,-0.114630314794298,0.221085189649916
"02610",2010,17,5,0,0,0,302,9,-0.0354775660169765,0.0403448449951773,-0.0356748130050798,-0.115253272358637,0.0437153919515094
"02610",2010,18,5,0,0,0,302,9,-0.042616349807299,0.0665597866423841,-0.0436370825440186,-0.167951218784932,0.0876946024488776
"02610",2010,19,5,0,0,0,302,9,0.021011695370473,0.0250178208046392,0.0216412604490469,-0.0289200396059026,0.0708757459033943
"02610",2010,22,5,0,0,0,302,9,0.057998051593465,0.017727416544958,0.0582089235887712,0.0227646784681489,0.0935115269432754
"02610",2010,23,5,0,0,0,302,9,-0.0104062736511515,0.112822122227247,-0.00777019193734805,-0.234888178636579,0.20184565445
"02610",2010,24,5,0,0,0,302,9,-0.318668613516902,0.3046386423418,-0.320452806926307,-0.922577064316495,0.28175392217709
"02640",2010,9,19,0,0,0,156,9,-0.056747310357514,0.0356072810243245,-0.0555637518001828,-0.126177918394486,0.0142841021211472
"02640",2010,10,19,0,0,0,156,9,-0.099718467031154,0.105345263868994,-0.0964233128893054,-0.307954030005812,0.111558397203004
"02640",2010,11,19,0,0,0,156,9,0.0631773921667503,0.309203455870095,0.0608713405366591,-0.54081178522388,0.656095882722772
"02640",2010,16,19,0,0,0,156,9,-0.522767775375581,0.272940887037239,-0.513494069855799,-1.06848128214239,0.0171827990387305
"02640",2010,17,19,0,0,0,156,9,0.0204693504198752,0.123793372174727,0.0216620266466893,-0.236890778836278,0.254599785405694
"02640",2010,18,19,0,0,0,156,9,-0.0430911019613134,0.0454368605588268,-0.0430732432541568,-0.130360084280212,0.0441065681074426
"02640",2010,19,19,0,0,0,156,9,-0.0914799148866927,0.193497084059383,-0.0915876348014913,-0.465163517337524,0.272651123779892
"02640",2010,36,19,0,0,0,156,9,0.0999078342895348,0.328812284981799,0.101034199084574,-0.523406249173387,0.733441378766102
"02640",2010,37,19,0,0,0,156,9,0.333728650360379,0.166520540558061,0.329555551876565,0.0282345616173242,0.677049537221462
"02730",2010,5,0,0,0,0,1715,30,-0.0980005887956816,0.0485420568437973,-0.0972466807282753,-0.192046566097376,-0.00406953777541168
"02730",2010,9,0,0,0,0,1715,30,-0.0115821816513795,0.0118759007311926,-0.0115082170491319,-0.0345138017149512,0.011351044904709
"02730",2010,10,0,0,0,0,1715,30,-0.00970764230742181,0.0390801172304615,-0.0100156307283473,-0.0849911305457722,0.0659226695678696
"02730",2010,11,0,0,0,0,1715,30,-0.0110738041629439,0.0100570985785209,-0.0114871031187024,-0.0306366825540832,0.00916575520279398
"02730",2010,12,0,0,0,0,1715,30,0.0334802371761985,0.0224606096602945,0.0332942283573023,-0.0116791053653392,0.0786716340542368
"02730",2010,13,0,0,0,0,1715,30,0.0192085874748306,0.0240587744520875,0.0193838666547864,-0.0285494753195195,0.0669664950585773
"02730",2010,14,0,0,0,0,1715,30,-0.0258245503362166,0.0620831453142228,-0.0263312599974275,-0.149702609740386,0.095786351794348
"02730",2010,15,0,0,0,0,1715,30,0.15916994803365,0.105192138360826,0.154329025834979,-0.0415635959156911,0.36837795405733
"02730",2010,16,0,0,0,0,1715,30,-0.0533519119074495,0.0592797699613344,-0.0545969832130242,-0.164605880692907,0.0602496236093292
"02730",2010,17,0,0,0,0,1715,30,0.0399270782061899,0.0297886521745644,0.0388600349740452,-0.0198034606981248,0.0979772848065038
"02730",2010,18,0,0,0,0,1715,30,-0.0101735997873787,0.0146749202124243,-0.0100673217527438,-0.0386679461090165,0.0196096300821606
"02730",2010,19,0,0,0,0,1715,30,0.0109151239504625,0.0147509922879299,0.0107384846435061,-0.0184269785153086,0.0391096551850773
"02730",2010,20,0,0,0,0,1715,30,0.167569826023674,0.135147690933361,0.165476039785296,-0.102418337408012,0.427954733688628
"02730",2010,21,0,0,0,0,1715,30,-0.0266123532480386,0.0260933820819278,-0.026354740246365,-0.0781065808175678,0.0232426983577926
"02730",2010,22,0,0,0,0,1715,30,0.0167720320912396,0.00825526014127621,0.0168313508053861,0.000337823664622535,0.0328618885408396
"02730",2010,23,0,0,0,0,1715,30,0.0215862643258684,0.0178740551721127,0.0215281081535925,-0.0135303754688163,0.0572471475015959
"02730",2010,24,0,0,0,0,1715,30,0.0033055037879591,0.0113906421302411,0.00328298593721043,-0.0188327317272494,0.0251500164715341
"02730",2010,25,0,0,0,0,1715,30,-0.00708271167440407,0.0275674443947371,-0.00728758174317508,-0.0618306678369163,0.0463414575279422
"02730",2010,26,0,0,0,0,1715,30,0.0104074298313452,0.0120354741244564,0.0103838046275994,-0.0133862278223666,0.0344869628902699
"02730",2010,27,0,0,0,0,1715,30,-0.00633690045809682,0.0115722446727159,-0.00620130481623108,-0.0296308082046585,0.015634316691771
"02730",2010,28,0,0,0,0,1715,30,0.00764719180609173,0.0144723289533139,0.00794355594384439,-0.0214155588581219,0.0349186601174244
"02730",2010,29,0,0,0,0,1715,30,-0.017816772242105,0.0204797741123755,-0.0178995193113011,-0.0591019724438647,0.0227690736496399
"02730",2010,30,0,0,0,0,1715,30,-0.00402965098177421,0.0209482511184305,-0.00403242882972046,-0.0446906527908984,0.0365400289913697
"02730",2010,31,0,0,0,0,1715,30,0.00817722067931652,0.0191450262133578,0.00810467813609096,-0.0291525149146549,0.045899300854765
"02730",2010,32,0,0,0,0,1715,30,0.00391951540334125,0.0161173129534346,0.00385199762380631,-0.0272625198658095,0.0364284532583873
"02730",2010,33,0,0,0,0,1715,30,0.00837128307067033,0.0357222777956875,0.00830615351500081,-0.0644689881780341,0.0779733790710565
"02730",2010,34,0,0,0,0,1715,30,0.350278938704919,0.203214140030279,0.358943621410511,-0.053769873751596,0.738953107520477
"02730",2010,35,0,0,0,0,1715,30,-0.0531171720997644,0.064330631769715,-0.0543051581044058,-0.176749153113542,0.0735938250237726
"02730",2010,36,0,0,0,0,1715,30,-0.0343108232892224,0.0380434962407239,-0.0336192758466457,-0.108939929565615,0.040432614681752
"02730",2010,37,0,0,0,0,1715,30,-0.0190961039123703,0.0325568259117986,-0.0188754943350224,-0.0829648172231289,0.0445956932691972
"04200",2010,5,0,0,0,0,782,28,0.00569902535023782,0.0982276864880982,0.00690192960538113,-0.185764985371871,0.190659114248076
"04200",2010,9,0,0,0,0,782,28,0.0171047461753548,0.0187542637529529,0.0171223383301666,-0.0190524932297131,0.0539037262931366
"04200",2010,10,0,0,0,0,782,28,-0.0163995685344322,0.0558246694361745,-0.0154718320128637,-0.125988941759754,0.0905506165093868
"04200",2010,11,0,0,0,0,782,28,-0.00895728236860715,0.0433654050959956,-0.00962491159114711,-0.0926601298808236,0.0745221639478797
"04200",2010,12,0,0,0,0,782,28,-0.117757899226171,0.181599702163492,-0.123204627709751,-0.483922273102225,0.236907355611326
"04200",2010,13,0,0,0,0,782,28,0.144524096403392,0.348562740865894,0.14777282888853,-0.516014966223103,0.826824122192587
"04200",2010,14,0,0,0,0,782,28,-0.467521853824839,2.02232824368808,-0.43938267610686,-4.65818984803978,3.32147785327219
"04200",2010,15,0,0,0,0,782,28,-0.0388550403616352,0.0706571153800223,-0.0380600013367837,-0.175005495461603,0.0978490729041143
"04200",2010,16,0,0,0,0,782,28,0.0608009454964351,0.0696790936108636,0.0602852569191976,-0.0765515897462059,0.198043549022024
"04200",2010,17,0,0,0,0,782,28,-0.0438096661446157,0.049734659457932,-0.0437773148761963,-0.142823351656587,0.0528993850680701
"04200",2010,18,0,0,0,0,782,28,-0.00793479137622113,0.020968196019111,-0.00834832942208859,-0.0502972364512104,0.0324534470808514
"04200",2010,19,0,0,0,0,782,28,-0.0165798400793099,0.0298730402738395,-0.0156849900593898,-0.0774112274636938,0.0378216670151697
"04200",2010,20,0,0,0,0,782,28,0.0131440819208843,0.144058255074473,0.0124875438504019,-0.270713215151777,0.287366843531994
"04200",2010,21,0,0,0,0,782,28,-0.0364542318127446,0.0432703032398456,-0.0357977402883086,-0.121965649754679,0.0467047703339652
"04200",2010,22,0,0,0,0,782,28,0.027074769963664,0.0266863478365884,0.0280554952359774,-0.0262853488504952,0.0782632756792428
"04200",2010,23,0,0,0,0,782,28,0.114715110303984,0.173172197640457,0.112946793628742,-0.224194114029042,0.450117963042166
"04200",2010,24,0,0,0,0,782,28,-0.035667808436209,0.0669729300684781,-0.0352048706648892,-0.169367062045026,0.0955030557630849
"04200",2010,25,0,0,0,0,782,28,0.0838021631418203,0.0625260269127498,0.0824337897561411,-0.0368334448454391,0.209709692815353
"04200",2010,26,0,0,0,0,782,28,-0.0697597197429016,0.0582705184782246,-0.0691140557732178,-0.184793575105377,0.0405998145991661
"04200",2010,27,0,0,0,0,782,28,0.00317154016187984,0.0288885416701047,0.00286539513720106,-0.052887840286341,0.059386536962351
"04200",2010,28,0,0,0,0,782,28,-0.0165816074047678,0.335724234874798,-0.00734204622154003,-0.678076783843386,0.64716176981255
"04200",2010,30,0,0,0,0,782,28,0.0162477492042728,0.230609895460572,0.0200188082225405,-0.44770911438236,0.468490655616213
"04200",2010,31,0,0,0,0,782,28,0.0127031531548394,0.022994321278741,0.0123233489277404,-0.0321260144031887,0.056863307563422
"04200",2010,32,0,0,0,0,782,28,-0.189458959106505,0.354582372870559,-0.190720116521674,-0.859257516543671,0.521626583282509
"04200",2010,34,0,0,0,0,782,28,0.0485586066802004,0.124213443785859,0.0502254943558759,-0.202971401249084,0.281644629322213
"04200",2010,35,0,0,0,0,782,28,0.0892756610088473,0.0601392938583065,0.0874893796687238,-0.028426480209978,0.206609774876548
"04200",2010,36,0,0,0,0,782,28,-0.0499302741669261,0.0470723446499698,-0.0493733761318886,-0.140132033206437,0.0418806800250925
"04200",2010,37,0,0,0,0,782,28,-0.0114665877235257,0.0497572130520288,-0.0117067852620374,-0.111006810502556,0.0849400999704686
"04230",2010,11,0,0,0,0,1298,20,0.0188883778811874,0.0476924444986608,0.0192395698588346,-0.0704491685410888,0.111620258568944
"04230",2010,12,0,0,0,0,1298,20,-0.00504770987306933,0.0375760485767577,-0.00510821946698886,-0.0785779924839606,0.0682760670629128
"04230",2010,13,0,0,0,0,1298,20,-0.0356247236560323,0.0372940332379915,-0.0353004735303956,-0.111324927703132,0.0356906734034076
"04230",2010,14,0,0,0,0,1298,20,0.052299819693628,0.0571660554131165,0.0542817888465033,-0.0606780201248178,0.158451556227688
"04230",2010,18,0,0,0,0,1298,20,0.103281741482891,0.103212537157807,0.102466428355137,-0.0945009081320636,0.306823800714612
"04230",2010,19,0,0,0,0,1298,20,-0.0244255722105179,0.0314591749461422,-0.0242107923403135,-0.0867046454036612,0.0375985701639865
"04230",2010,20,0,0,0,0,1298,20,0.0443100033027925,0.130155418236999,0.0453911783663523,-0.218760321571063,0.292653457551931
"04230",2010,21,0,0,0,0,1298,20,0.0336104307695381,0.0437490505162161,0.0338708057035513,-0.0507518642054636,0.120434278899836
"04230",2010,22,0,0,0,0,1298,20,-0.0116679648525286,0.0151070064560063,-0.0116069512855251,-0.0417839323320838,0.0183147557095708
"04230",2010,23,0,0,0,0,1298,20,-0.0171576066580704,0.0291076245787885,-0.0172588545972702,-0.0739445653209676,0.0378410992952694
"04230",2010,24,0,0,0,0,1298,20,0.0251632145282255,0.0138345347214979,0.0249142338621682,-0.00104533130881628,0.0525775419527254
"04230",2010,25,0,0,0,0,1298,20,0.0303868057298826,0.0250221684625033,0.0299183954648954,-0.0183065291096383,0.0810649166490816
"04230",2010,26,0,0,0,0,1298,20,-0.0226881086381856,0.0170368774266054,-0.0222482492405686,-0.0574154394399723,0.0104064096288892
"04230",2010,27,0,0,0,0,1298,20,0.0169639876657599,0.011668036416776,0.0167962923476438,-0.00568097902854803,0.0403506833109992
"04230",2010,28,0,0,0,0,1298,20,0.053960262203046,0.0159692927830043,0.0541819408576549,0.0219145562181641,0.0847253488630568
"04230",2010,29,0,0,0,0,1298,20,0.0457491862625869,0.0174560640614598,0.0458994036791102,0.0106526636431278,0.0806736625163471
"04230",2010,30,0,0,0,0,1298,20,0.0121139084996747,0.0191737296758938,0.0124672825620717,-0.0270937273398901,0.0486279447628692
"04230",2010,31,0,0,0,0,1298,20,0.00327036477536811,0.023464325574485,0.00263054498703159,-0.0414285871911667,0.0508626808534644
"04230",2010,36,0,0,0,0,1298,20,0.0866080812384179,0.0722715852199691,0.0868704622959989,-0.0558752637879355,0.228357731454908
"04230",2010,37,0,0,0,0,1298,20,0.0882771699585102,0.0559854727841811,0.0882287564189046,-0.0185895404492004,0.194716700317925
"04430",2010,18,0,0,0,0,293,11,-0.0429868517351426,0.0252238448514063,-0.042740007357522,-0.0925561130899394,0.00516720078560246
"04430",2010,19,0,0,0,0,293,11,0.035501865666881,0.028354398510005,0.0352958585610625,-0.0172165418949963,0.0908741536746994
"04430",2010,20,0,0,0,0,293,11,0.0827513755792391,0.0717445071804436,0.0834007643910527,-0.0583895468597127,0.219937229968241
"04430",2010,21,0,0,0,0,293,11,0.016342463771818,0.0239168993352489,0.0166991828678771,-0.0300612411917918,0.0622757832314518
"04430",2010,22,0,0,0,0,293,11,0.0857598207810027,0.0329236145254626,0.0864161070425308,0.0210145898336723,0.150607047970516
"04430",2010,24,0,0,0,0,293,11,0.0163763401360218,0.03761669682843,0.0169078086486324,-0.058813491547299,0.0888271615631419
"04430",2010,25,0,0,0,0,293,11,-0.0376785805520673,0.0303461225474571,-0.0373594918092844,-0.0963722999871512,0.0239023707827571
"04430",2010,26,0,0,0,0,293,11,-0.105250305864713,0.0705679685510424,-0.106461142498077,-0.240052801570444,0.0344780178645428
"04430",2010,35,0,0,0,0,293,11,-0.112572453461119,0.116622467762997,-0.113820473990609,-0.344984454821897,0.107631253985853
"04430",2010,36,0,0,0,0,293,11,-0.00645930810167896,0.025273694244413,-0.00639343864732916,-0.0558225509379337,0.0416402278686785
"04430",2010,37,0,0,0,0,293,11,-0.0604560690035539,0.0334911141069089,-0.0607074184832279,-0.128762059383895,0.00296435084653797
"04440",2010,9,0,0,0,0,1480,24,-0.0802257339217087,0.0303686208952692,-0.0806339837681993,-0.137809504156928,-0.0229455347835604
"04440",2010,10,0,0,0,0,1480,24,-0.0552298565627428,0.0568646877848315,-0.0546092448709693,-0.167028646079107,0.0497600481298443
"04440",2010,11,0,0,0,0,1480,24,0.000283648162292394,0.0119959375115675,0.000214992337501761,-0.0230189191086196,0.0234389270334537
"04440",2010,12,0,0,0,0,1480,24,0.0429462836601813,0.0233322475067412,0.043003468256288,-0.00284239493024872,0.0871891844028435
"04440",2010,13,0,0,0,0,1480,24,0.00444042052177361,0.0294363756776906,0.00456995025710244,-0.0521440310520269,0.0647258862786522
"04440",2010,14,0,0,0,0,1480,24,-0.018905952858515,0.0471691224305049,-0.018838793577921,-0.107777755368845,0.0797249643224362
"04440",2010,16,0,0,0,0,1480,24,-0.369739647842361,0.283049982740362,-0.364604736282709,-0.915169109017107,0.175773603086402
"04440",2010,17,0,0,0,0,1480,24,0.00443195824819179,0.0305451166294194,0.00384597952133654,-0.0541589919406672,0.0628347589483646
"04440",2010,18,0,0,0,0,1480,24,-0.0428516834727688,0.0277800596378445,-0.0423583806558436,-0.0982139124723822,0.00914056180360934
"04440",2010,19,0,0,0,0,1480,24,0.000846020188749108,0.0157223110108746,0.000781175028591804,-0.0299601705274541,0.0321125173434378
"04440",2010,20,0,0,0,0,1480,24,0.000459831774881256,0.401305918222654,0.00351411016215227,-0.775141658138945,0.784514345641979
"04440",2010,21,0,0,0,0,1480,24,0.0974355447386824,0.0444349154639985,0.0976758196588057,0.0101295716961907,0.186051328329668
"04440",2010,22,0,0,0,0,1480,24,0.024907857021046,0.0103264795715145,0.02470620428099,0.00378034989418313,0.0447677029782952
"04440",2010,23,0,0,0,0,1480,24,0.0266141520187933,0.0243098729467669,0.0270954750975648,-0.0210766478237774,0.0733839806271958
"04440",2010,24,0,0,0,0,1480,24,-0.00385641314258086,0.0108494216727176,-0.00391211493760459,-0.0251876993091199,0.0170881754218935
"04440",2010,25,0,0,0,0,1480,24,-0.0361258160632861,0.020284057874276,-0.0361385244485325,-0.0761959133770777,0.00492374116809365
"04440",2010,26,0,0,0,0,1480,24,-0.0389287158677944,0.018239025828944,-0.0394859136976284,-0.0737013713309897,-0.00273631784427025
"04440",2010,27,0,0,0,0,1480,24,0.00356495450422094,0.00984408626782231,0.00343783351298513,-0.0154537280755713,0.0230200126412073
"04440",2010,28,0,0,0,0,1480,24,0.0206347192192423,0.0151246508119315,0.0207946632929011,-0.00948910744013255,0.0490487472859746
"04440",2010,29,0,0,0,0,1480,24,0.0254104334646503,0.0155600975257251,0.0252565052355301,-0.0051505826148074,0.0558099929740595
"04440",2010,30,0,0,0,0,1480,24,0.0151097641803454,0.0172770549177738,0.015142614980843,-0.018833586375913,0.0490423178398496
"04440",2010,31,0,0,0,0,1480,24,-0.173581767917709,0.070701059814537,-0.170970898217794,-0.320457180338992,-0.0389604836911303
"04440",2010,36,0,0,0,0,1480,24,0.52350113136567,0.175689302381692,0.518013119989187,0.200352894757893,0.886117764743031
"04440",2010,37,0,0,0,0,1480,24,0.00589744267140012,0.0532706250616595,0.00725759017811488,-0.105391738912039,0.106879679928949
"04470",2010,5,0,0,0,1,629,20,-0.052130397263074,0.0562680763315591,-0.0541460165548735,-0.16580633054223,0.0607693182581708
"04470",2010,9,0,0,0,1,629,20,-0.0203586680686011,0.0111690876764176,-0.0201805054210153,-0.0433867096982863,0.00110556210107558
"04470",2010,10,0,0,0,1,629,20,-0.012530573888103,0.0495884455657669,-0.0139570305383874,-0.106070616443062,0.0840916405678385
"04470",2010,11,0,0,0,1,629,20,-0.018137473963799,0.0171416610835561,-0.0180486273219349,-0.0514251339075822,0.0149203561175464
"04470",2010,15,0,0,0,1,629,20,-0.0332236122155067,0.0511267275602341,-0.0344445658157948,-0.130902204551779,0.0698709798086274
"04470",2010,16,0,0,0,1,629,20,0.105681721773202,0.055184636991021,0.102445761080921,0.00583055711239661,0.216504667018969
"04470",2010,17,0,0,0,1,629,20,-0.0516158759434335,0.0290699796646689,-0.0510280823430947,-0.109283311016983,0.00478202906983497
"04470",2010,18,0,0,0,1,629,20,-0.0173799611729137,0.0105832483662651,-0.0175961355488349,-0.0381966927470099,0.00340587956891483
"04470",2010,19,0,0,0,1,629,20,-0.0219123088471983,0.0154601270178932,-0.0212531488639407,-0.0540364048870972,0.00654733755639912
"04470",2010,20,0,0,0,1,629,20,0.036725663626606,0.148018055273281,0.0366367549335012,-0.257778941513,0.324906934887956
"04470",2010,21,0,0,0,1,629,20,-0.0283172899823735,0.0349754418233848,-0.0280929301321925,-0.0977506321579691,0.0407044014441266
"04470",2010,22,0,0,0,1,629,20,-0.0014922349274094,0.0299391637120444,-0.00131151314395006,-0.0615882011994055,0.0571965083425694
"04470",2010,24,0,0,0,1,629,20,-0.508944616978991,0.254980143752869,-0.506588331344192,-1.0149820272061,-0.0279946526405448
"04470",2010,25,0,0,0,1,629,20,0.201211016264147,0.163635596469961,0.201600677809556,-0.117783262312244,0.515201496091394
"04470",2010,32,0,0,0,1,629,20,0.0105031864408821,0.0126306289171208,0.010372201503178,-0.0145258316312109,0.0344914148616968
"04470",2010,33,0,0,0,1,629,20,0.023837740897531,0.0202886822615591,0.0236565350885028,-0.0163545567908924,0.0630322728399861
"04470",2010,34,0,0,0,1,629,20,-0.0476986975857075,0.0488843041536281,-0.0472623813159502,-0.14372408873323,0.0463935095101756
"04470",2010,35,0,0,0,1,629,20,-0.0339562946219215,0.0271091665079088,-0.0339118378075339,-0.0867487940842628,0.0197356048472636
"04470",2010,36,0,0,0,1,629,20,0.00975287756527976,0.0416545835823168,0.0112668385227258,-0.0728708452293461,0.0926455245670793
"04470",2010,37,0,0,0,1,629,20,-0.15436495073886,0.108510510482168,-0.151566872327575,-0.376944238262526,0.0499758561902207
"04660",2010,5,0,0,0,0,699,19,-0.0187372202363407,0.053713272416172,-0.0188878165404125,-0.123839106240297,0.0893491703955993
"04660",2010,9,0,0,0,0,699,19,0.00356194669873834,0.0289249985098474,0.0024077711540739,-0.0548466553336379,0.0600689215728537
"04660",2010,10,0,0,0,0,699,19,0.0682594213164641,0.0370398486779461,0.0678585516499578,-0.00253564381219734,0.140735024630012
"04660",2010,11,0,0,0,0,699,19,-0.0240565736351897,0.0254923404370388,-0.0245094508798316,-0.0746325966872467,0.0256580800133207
"04660",2010,12,0,0,0,0,699,19,0.0534929570182912,0.0423334820376619,0.0533092774456581,-0.0287378344897785,0.13737004201318
"04660",2010,13,0,0,0,0,699,19,0.00191298632928118,0.0272092279707675,0.00148332069467409,-0.0535161810710342,0.0530292787477235
"04660",2010,14,0,0,0,0,699,19,0.129072877562229,0.121491312050023,0.131742024390155,-0.109321844799573,0.36484673880508
"04660",2010,15,0,0,0,0,699,19,0.0364233131910259,0.151023292513578,0.0336129529577725,-0.260162886841673,0.341361108219325
"04660",2010,16,0,0,0,0,699,19,0.00763491464704383,0.104060336473482,0.0092376631805755,-0.197918015332456,0.206576136759375
"04660",2010,17,0,0,0,0,699,19,-0.0219605661097713,0.0759372046451352,-0.021057730384761,-0.167797943485655,0.124548132879319
"04660",2010,19,0,0,0,0,699,19,0.0282185276702876,0.0658409522075398,0.0288039727904199,-0.100964196405922,0.160279754069811
"04660",2010,22,0,0,0,0,699,19,0.0180806748566461,0.0290826045195563,0.018635277390126,-0.0390378902736624,0.0751365379225045
"04660",2010,23,0,0,0,0,699,19,0.029623182407648,0.0294204896455499,0.0294929722435982,-0.0289647888413839,0.0876759867576282
"04660",2010,24,0,0,0,0,699,19,0.0221590817822449,0.0490199416802682,0.0223125519551832,-0.0724454958552542,0.117250231036469
"04660",2010,26,0,0,0,0,699,19,-0.335486490585676,0.259136516470426,-0.324546408849935,-0.859299206395919,0.142047162951734
"04660",2010,28,0,0,0,0,699,19,0.0434909627815985,0.0198278781853999,0.0429308071224069,0.00570553613563976,0.0832971725149134
"04660",2010,29,0,0,0,0,699,19,-0.0226812996873061,0.0476628969021432,-0.021549687398845,-0.116087473224451,0.0667435392689559
"04660",2010,30,0,0,0,0,699,19,-0.0450522040079502,0.0416523484184195,-0.0450676895259198,-0.129746261249105,0.037225515586086
"04660",2010,32,0,0,0,0,699,19,0.00740494672288126,0.0693935451786485,0.00749769643672498,-0.127322093673322,0.142939833860068
"04940",2010,9,0,0,0,0,566,15,-0.39295423078555,0.131138637080563,-0.389941227253404,-0.667517742421318,-0.149835820124717
"04940",2010,10,0,0,0,0,566,15,0.207906028081262,0.136739371402923,0.20576562144513,-0.070668066633343,0.475286795011636
